ID,개설학과,교과목명,강의시간 (강의실),학년,이수 구분,학수번호,학점,이론 시간,실습 시간,분 반,담당교수,비고
1,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,중국의역사와문화,"목7,8,9(N204)",1,1전선,HAAA1112,3,3,0,1,김희신,
2,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,역사학의이해,"화6(R107)
 수7,8(R107)",1,1전선,HAAA9009,3,3,0,1,정다함,
3,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,한국고대사,"화3(N205)
 수1,2(N205)",2,1전선,HAAA6015,3,3,0,1,최희수,
4,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,"서양사사료강독과DB
 활용","화4,5,6(N205)",2,1전선,HAAA6019,3,2,1,1,류한수,
5,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,"서양사사료강독과DB
 활용","화7,8,9(N205)",2,1전선,HAAA6019,3,2,1,2,류한수,
6,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,근대중국과세계질서,"월7,8,9(N205)",2,1전선,HAAA9007,3,3,0,1,김희신,
7,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,인물로보는중국사,"월6(N205)
 수4,5(N205)",2,1전선,HAAA9233,3,3,0,1,김희신,
8,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,서양근대사,"금7,8,9(N205)",3,1전선,HAAA4201,3,3,0,1,류한수,
9,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,역사스토리텔링,"수7,8,9(N205)",3,1전선,HAFU0013,3,2,1,1,최희수,
10,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,한국근세사,"월4,5(R107)
 수6(R107)",3,1전심,HAAA0010,3,3,0,1,정다함,
11,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,"영상역사학워크샵(캡
 스톤디자인)","금4,5,6(R107)",3,1전심,HAAA6008,3,1,2,1,김상헌,
12,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,서양사의이해,"월7,8,9,10,11(N20
 6)",4,1전선,HAAA9223,3,3,0,1,류한수,"집중이수제(9주
 )"
13,인문사회과학대학 인문콘텐츠학부 역사콘텐츠전공,"서울의역사와문화유
 산","화7,8,9(R107)",4,1전심,HAAA9221,3,3,0,1,정다함,
14,인문사회과학대학 인문콘텐츠학부 지적재산권전공,법학개론,"월6(R202)
 수2,3(R107)",1,1전선,HAAQ0001,3,3,0,1,김동민,"2,3,4학년 전용
 분반"
15,인문사회과학대학 인문콘텐츠학부 지적재산권전공,법학개론,"화7,8,9(T208)",1,1전선,HAAQ0001,3,3,0,2,김서기,"1학년 전용
 분반"
16,인문사회과학대학 인문콘텐츠학부 지적재산권전공,형사법,"수7,8,9(N204)",2,1전선,HAAQ0009,3,3,0,1,김인철,
17,인문사회과학대학 인문콘텐츠학부 지적재산권전공,저작권법1,"월7,8,9(N204)",2,1전선,HAAQ0044,3,3,0,1,김인철,
18,인문사회과학대학 인문콘텐츠학부 지적재산권전공,지적재산권개론,"화7,8,9(N301-3)",2,1전선,HAAQ9213,3,3,0,1,김경숙,
19,인문사회과학대학 인문콘텐츠학부 지적재산권전공,물권법총론,"월4,5(R211)
 화5(R107)",2,1전선,HAAQ9227,3,3,0,1,김서기,
20,인문사회과학대학 인문콘텐츠학부 지적재산권전공,회사법1,"수5(R209)
 목2,3(R109)",2,1전선,HAAQ9239,3,3,0,1,김동민,
21,인문사회과학대학 인문콘텐츠학부 지적재산권전공,특허법2,"수7,8,9(N307)",3,1전선,HAAQ0040,3,3,0,1,공인복,
22,인문사회과학대학 인문콘텐츠학부 지적재산권전공,역사스토리텔링,"수7,8,9(N205)",3,1전선,HAFU0013,3,2,1,1,최희수,
23,인문사회과학대학 인문콘텐츠학부 지적재산권전공,국제저작권법,"월3,4(N204)
 금1(N204)",3,1전심,HAAQ0015,3,3,0,1,김경숙,
24,인문사회과학대학 인문콘텐츠학부 지적재산권전공,저작권침해와구제,"화7,8,9(N204)",3,1전심,HAAQ0032,3,3,0,1,김인철,
25,인문사회과학대학 인문콘텐츠학부 지적재산권전공,채권법총론,"화3,4(R210)
 수4(R209)",3,1전심,HAAQ9230,3,3,0,1,김서기,
26,인문사회과학대학 인문콘텐츠학부 지적재산권전공,어음수표법,"목7,8(R107)
 금3(R107)",3,1전심,HAAQ9241,3,3,0,1,김동민,
27,인문사회과학대학 인문콘텐츠학부 지적재산권전공,민사소송법,"월7,8,9(R211)",4,1전심,HAAQ0005,3,3,0,1,김서기,
28,인문사회과학대학 인문콘텐츠학부 지적재산권전공,정보통신기술론,"수7,8(R104)
 수0(Z201)",1,1전선,HAAH0005,3,3,0,1,이명호,b-러닝
29,인문사회과학대학 인문콘텐츠학부 지적재산권전공,문헌정보학의 이해,"화7,8,9(N203)",1,1전선,HAFA0003,3,3,0,1,"박옥남,오의
 경,이명호",
30,인문사회과학대학 인문콘텐츠학부 지적재산권전공,데이터리터러시기초,"월3,4(R104)",2,1전선,HAAA9228,2,2,0,1,이명호,
31,인문사회과학대학 인문콘텐츠학부 지적재산권전공,디지털리터러시,"화5(N204)
 수5,6(N204)",2,1전선,HAAA9235,3,3,0,1,오의경,
32,인문사회과학대학 인문콘텐츠학부 지적재산권전공,"정보시스템분석과설
 계","화3,4(A501)
 수4(A501)",2,1전선,HAAH0007,3,2,1,1,박옥남,
33,인문사회과학대학 인문콘텐츠학부 지적재산권전공,주제별정보원,"금3,4(R109)",2,1전선,HAAH6006,2,2,0,1,오의경,
34,인문사회과학대학 인문콘텐츠학부 지적재산권전공,교육학개론,"월7,8(R208)",2,1교직,HATT0010,2,2,0,1,이윤옥,
35,인문사회과학대학 인문콘텐츠학부 지적재산권전공,교육사회,"금7,8(A102)",2,1교직,HATT0040,2,2,0,1,오덕열,
36,인문사회과학대학 인문콘텐츠학부 지적재산권전공,온라인정보검색,"화3,4(N204)
 수3(N204)",3,1전선,HAAH3221,3,2,1,1,오의경,
37,인문사회과학대학 인문콘텐츠학부 지적재산권전공,디지털도서관과IT,"수7,8,9(T202)",3,1전선,HAAH3302,3,2,1,1,박옥남,
38,인문사회과학대학 인문콘텐츠학부 지적재산권전공,미디어센터운영,"화7,8,9(R101)",3,1전심,HAAH0002,3,1.5,1.5,1,김수진,
39,인문사회과학대학 인문콘텐츠학부 지적재산권전공,의료정보이해및활용,"화5,6(R104)
 수2(R104)",3,1전심,HAAH9211,3,2,1,1,이명호,
40,인문사회과학대학 인문콘텐츠학부 지적재산권전공,"소셜미디어데이터수
 집및분석","목3,4,5(R104)",3,1전심,HAAH9224,3,2,1,1,이명호,
41,인문사회과학대학 인문콘텐츠학부 지적재산권전공,교육평가,"목7,8(A203-B)",3,1교직,HATT0003,2,2,0,1,장지현,
42,인문사회과학대학 인문콘텐츠학부 지적재산권전공,교육행정및교육경영,"목5,6(A102)",3,1교직,HATT0090,2,2,0,1,장덕호,
43,인문사회과학대학 인문콘텐츠학부 지적재산권전공,특수교육학개론,"월5,6(A403)",3,1교직,HATT0103,2,2,0,1,이일화,
44,인문사회과학대학 인문콘텐츠학부 지적재산권전공,교육봉사활동1,"토0,1(A403)",3,1교직,HATT0200,1,0,2,1,이진아,
45,인문사회과학대학 인문콘텐츠학부 지적재산권전공,교육봉사활동2,"토2,3(A403)",3,1교직,HATT0206,1,0,2,1,이진아,
46,인문사회과학대학 인문콘텐츠학부 지적재산권전공,"학교폭력예방및학생
 의이해","금5,6(A102)",3,1교직,HATT0210,2,2,0,2,오덕열,
47,인문사회과학대학 인문콘텐츠학부 지적재산권전공,라키비움의이해,"화7,8,9(R110)",4,1전선,HAFU0020,3,2,1,1,김상헌,
48,인문사회과학대학 인문콘텐츠학부 지적재산권전공,학교현장실습,"월10,11(Z100)",4,1교직,HATT0100,2,0,2,5,박옥남,
49,인문사회과학대학 공간환경학부,환경과주택의이해,"수4,5,6(R211)",1,1전선,HASP0001,3,3,0,1,신화경,
50,인문사회과학대학 공간환경학부,"글로컬시대국토의이
 해","월7,8,9(N302-2)",1,1전선,HASP0003,3,3,0,1,박수경,
51,인문사회과학대학 공간환경학부,"환경과공간정보의이
 해","화7,8,9(N302-2)",1,1전선,HASP0012,3,3,0,1,김민호,
52,인문사회과학대학 공간환경학부,공간환경디자인,"수7,8,9(R110)",2,1전선,HASP0007,3,1.5,1.5,1,신화경,
53,인문사회과학대학 공간환경학부,GIS이론과 실습,"월6(N302-1)
 목5,6(N302-1)",2,1전선,HASP0008,3,1,2,1,구자용,
54,인문사회과학대학 공간환경학부,"관광과여가공간의이
 해","목7,8,9(N307)",2,1전선,HASP0009,3,3,0,1,정희선,
55,인문사회과학대학 공간환경학부,공간환경복지,"월3,4(N311)
 수3(N311)",2,1전선,HASP0011,3,2,1,1,이윤재,
56,인문사회과학대학 공간환경학부,오픈소스GIS활용,"화3,4(N302-1)
 수5(N302-1)",2,1전선,HASP0030,3,1,2,1,김민호,
57,인문사회과학대학 공간환경학부,"공간빅데이터분석과
 인공지능","월7,8(N302-1)
 수6(N302-1)",3,1전심,HASP0019,3,1,2,1,구자용,
58,인문사회과학대학 공간환경학부,"공간디자인CAD소프
 트웨어","화4,5,6(N311)",3,1전심,HASP0020,3,1,2,1,이유미,
59,인문사회과학대학 공간환경학부,특수공간환경계획,"목4,5,6(N302-2)",3,1전심,HASP0023,3,2,1,1,이윤재,
60,인문사회과학대학 공간환경학부,"원격탐사소프트웨어
 활용","수7,8,9(N302-1)",3,1전심,HASP0024,3,1,2,1,김민호,
61,인문사회과학대학 공간환경학부,문화와공간환경,"화7,8,9(N307)",3,1전심,HASP0027,3,3,0,1,정희선,
62,인문사회과학대학 공간환경학부,건강과공간환경,"화3(N302-2)
 수3,4(N302-2)",3,1전심,HASP0036,3,3,0,1,박수경,
63,인문사회과학대학 공간환경학부,"지역사회의이해(캡스
 톤디자인)","목7,8,9(N311)",4,1전심,HASP0031,3,1,2,1,이준형,
64,인문사회과학대학 공간환경학부,"토지정보시스템(캡스
 톤디자인)","화7,8,9(N302-1)",4,1전심,HASP0032,3,1,2,1,구자용,
65,인문사회과학대학 공간환경학부,단지디자인매뉴얼,"목4,5,6(N311)",4,1전심,HASP0033,3,2,1,1,이유미,
66,인문사회과학대학 공간환경학부,공간환경조사론,"월6(N311)
 수7,8(M305)",4,1전심,HASP0035,3,2,1,1,이윤재,
67,인문사회과학대학 공간환경학부,"관광공간의스토리텔
 링과콘텐츠","월7,8,9(N307)",4,1전심,HASP0042,3,3,0,1,정희선,
68,인문사회과학대학 행정학부,행정학개론,"월3,4(N304)
 목6(N304)",1,1전선,HAAT0003,3,3,0,1,박정호,
69,인문사회과학대학 행정학부,행정학개론,"화8(N304)
 수3,4(N304)",1,1전선,HAAT0003,3,3,0,2,박정호,
70,인문사회과학대학 행정학부,정부와제도,"목7,8,9(N203)",1,1전선,HAUS0020,3,3,0,1,김상우,
71,인문사회과학대학 행정학부,국가와기본권,"화2(N203)
 수5,6(N203)",2,1전선,HAAT0004,3,3,0,1,김용훈,
72,인문사회과학대학 행정학부,도시및지방행정론,"월5,6(R109)
 월0(Z201)",2,1전선,HAAT0012,3,3,0,1,김영미,b-러닝
73,인문사회과학대학 행정학부,조직과정보관리,"월3,4(N205)
 목3(N205)",2,1전선,HAAT0014,3,3,0,1,김민한,
74,인문사회과학대학 행정학부,PSAT(2):자료해석,"화7,8(N201)",2,1전선,HAAT0055,2,2,0,1,김민한,
75,인문사회과학대학 행정학부,공공복지와정책,"목7,8,9(N304)",3,1전선,HAAT0010,3,3,0,1,우수정,
76,인문사회과학대학 행정학부,재무행정론,"화4(N304)
 수5,6(N304)",3,1전선,HAAT0024,3,3,0,1,박정호,
77,인문사회과학대학 행정학부,관료제와행정이론,"월5,6(N304)
 목5(N304)",3,1전심,HAAT0048,3,3,0,1,박정호,
78,인문사회과학대학 행정학부,"문화정책론(캡스톤디
 자인)","월7,8,9(R109)",4,1전선,HAAT0037,3,2,1,1,김영미,
79,인문사회과학대학 행정학부,행정법1,"수3,4(N203)
 수0(Z200)",4,1전심,HAAT0027,3,3,0,1,김용훈,b-러닝
80,인문사회과학대학 행정학부,"지능정보와공공데이
 터관리","화1,2(R107)
 화0(Z201)",4,1전심,HAAT0052,3,3,0,1,김영미,b-러닝
81,인문사회과학대학 가족복지학과,사회복지학개론,"화8,9(R207)
 수7(R207)",1,1전선,HAAL5001,3,3,0,1,이금룡,
82,인문사회과학대학 가족복지학과,가족과문화,"금4,5,6(R101)",1,1전선,HAAL9214,3,2,1,1,이현숙,
83,인문사회과학대학 가족복지학과,영유아발달,"화7(R207)
 수5,6(R207)",1,1전선,HAAL9224,3,3,0,1,황혜신,
84,인문사회과학대학 가족복지학과,보육과정,"금7,8,9(N206)",2,1전선,HAAL0004,3,3,0,1,이세라피나,
85,인문사회과학대학 가족복지학과,상담이론,"금4,5,6(R202)",2,1전선,HAAL0007,3,3,0,1,김성은,
86,인문사회과학대학 가족복지학과,사회복지실천기술론,"금7,8,9(R207)",2,1전선,HAAL0018,3,2,1,1,양영미,
87,인문사회과학대학 가족복지학과,노인복지론,"화5(R207)
 목3,4(R207)",2,1전선,HAAL0020,3,3,0,1,이금룡,
88,인문사회과학대학 가족복지학과,아동과학지도,"금4,5,6(N304)",2,1전선,HAFU0009,3,2,1,1,서주현,
89,인문사회과학대학 가족복지학과,영유아교수방법론,"월5,6(R207)
 수4(R207)",3,1전선,HAAL6006,3,2,1,1,서주현,
90,인문사회과학대학 가족복지학과,프로그램개발과평가,"월7,8,9(R207)",3,1전선,HAAL9230,3,2,1,1,이금룡,
91,인문사회과학대학 가족복지학과,"가족생활교육론(ICT
 융복합)","금7,8,9(R109)",3,1전심,HAAL0021,3,2,1,1,"이현숙,정현
 숙",
92,인문사회과학대학 가족복지학과,아동복지론,"화8,9(R202)
 수7(R202)",3,1전심,HAAL6004,3,3,0,1,황혜신,
93,인문사회과학대학 가족복지학과,사회복지법제와실천,"금4,5,6(R207)",3,1전심,HAAL9231,3,3,0,1,"양영미,이혜
 연",
94,인문사회과학대학 가족복지학과,"지역사회복지론(캡스
 톤디자인)","목7,8,9(R207)",4,1전선,HAAL0033,3,3,0,1,이혜연,
95,인문사회과학대학 가족복지학과,보육실습,"금10,11,12(R207)",4,1전선,HAAL6005,3,0,3,1,황혜신,
96,인문사회과학대학 가족복지학과,집단상담,"수7,8,9(N301-3)",4,1전선,HAAL9002,3,2,1,1,조은숙,
97,인문사회과학대학 국가안보학과,특성화교육1,수2(M202),1,1전선,HAHA0005,1,1,0,1,최윤철,
98,인문사회과학대학 국가안보학과,국가안전보장론,"월3,4(M202)
 화6(M202)",1,1전선,HAHA0006,3,3,0,1,윤지원,
99,인문사회과학대학 국가안보학과,한국사,"월1,2(M213)
 수1(M202)",1,1전선,HAHA0048,3,3,0,1,최윤철,
100,인문사회과학대학 국가안보학과,군대윤리,"수7,8,9(M202)",1,1전선,HAHC0002,3,3,0,1,최병욱,
101,인문사회과학대학 국가안보학과,"영화로이해하는국제
 분쟁","화7,8,9(M202)",2,1전선,HAHA0013,3,3,0,1,윤지원,
102,인문사회과학대학 국가안보학과,사이버전이해,"월5,6(M309)",2,1전선,HAHA0023,2,2,0,1,윤지원,
103,인문사회과학대학 국가안보학과,잠재역량개발1,화2(M202),2,1전선,HAHA0037,1,1,0,1,윤지원,
104,인문사회과학대학 국가안보학과,전쟁과군법,"수7,8(M402-1)",2,1전선,HAHC0005,2,2,0,1,최윤철,
105,인문사회과학대학 국가안보학과,군인적자원관리,"월4(M402-1)
 수5,6(M202)",2,1전선,HAHC0012,3,3,0,1,최병욱,
106,인문사회과학대학 국가안보학과,비전설계1,수4(M402-1),3,1전선,HAHA0039,1,1,0,1,최병욱,
107,인문사회과학대학 국가안보학과,"민군협력과방위산업
 의이해","월2(M202)
 화3,4(M202)",3,1전선,HAHC0007,3,3,0,1,윤지원,
108,인문사회과학대학 국가안보학과,정전체제와안보,"화7,8,9(M305)",3,1전심,HAHA0030,3,3,0,1,최윤철,
109,인문사회과학대학 국가안보학과,군사학이해,"월7,8,9(M202)",3,1전심,HAHA0044,3,3,0,1,최병욱,
110,인문사회과학대학 국가안보학과,지휘통솔1,목3(M202),4,1전선,HAHA0041,1,1,0,1,최윤철,
111,인문사회과학대학 국가안보학과,국방정책의이해,"월5,6(M202)",4,1전심,HAHA0050,2,2,0,1,최병욱,
112,인문사회과학대학 국가안보학과,군상담심리학,"수3,4(M202)",4,1전심,HAHA0053,2,2,0,1,최윤철,
113,인문사회과학대학 국가안보학과,국제관계와국방협력,"월7,8,9(M309)",4,1전심,HAHC0010,3,3,0,1,윤지원,
114,인문사회과학대학 문화콘텐츠연계전공,한국및동양미술사,"월7,8,9(B201)",전체,1전선,HADA3301,3,3,0,1,김은경,
115,인문사회과학대학 문화콘텐츠연계전공,역사스토리텔링,"수7,8,9(N205)",전체,1전선,HAFU0013,3,2,1,1,최희수,
116,인문사회과학대학 문화콘텐츠연계전공,"관광과여가공간의이
 해","목7,8,9(N307)",전체,1전선,HASP0009,3,3,0,1,정희선,
117,인문사회과학대학 문화콘텐츠연계전공,문화와공간환경,"화7,8,9(N307)",전체,1전선,HASP0027,3,3,0,1,정희선,
118,인문사회과학대학 문화콘텐츠연계전공,"관광공간의스토리텔
 링과콘텐츠","월7,8,9(N307)",전체,1전선,HASP0042,3,3,0,1,정희선,
119,인문사회과학대학 문화콘텐츠연계전공,"영상역사학워크샵(캡
 스톤디자인)","금4,5,6(R107)",전체,1전심,HAAA6008,3,1,2,1,김상헌,
120,인문사회과학대학 문화콘텐츠연계전공,"서울의역사와문화유
 산","화7,8,9(R107)",전체,1전심,HAAA9221,3,3,0,1,정다함,
121,인문사회과학대학 문화콘텐츠연계전공,"콘텐츠기획및프리젠
 테이션","월4(G420)
 목5,6(G420)",전체,1전심,HAGF0024,3,3,0,1,길태숙,
122,인문사회과학대학 문화콘텐츠연계전공,게임스토리텔링,"월5,6(G420)
 목4(G420)",전체,1전심,HAGF0028,3,2,1,1,길태숙,
123,인문사회과학대학 빅데이터과학연계전공,정보통신기술론,"수7,8(R104)
 수0(Z201)",전체,1전선,HAAH0005,3,3,0,1,이명호,b-러닝
124,인문사회과학대학 빅데이터과학연계전공,디지털마케팅론,"수2(T403)
 목3,4(T403)",전체,1전선,HAAM5009,3,2,1,1,손인수,
125,인문사회과학대학 빅데이터과학연계전공,디지털마케팅론,"금4,5,6(T102)",전체,1전선,HAAM5009,3,2,1,2,손인수,
126,인문사회과학대학 빅데이터과학연계전공,파이썬프로그래밍,"월7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,1,조용주,
127,인문사회과학대학 빅데이터과학연계전공,파이썬프로그래밍,"화7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,2,조용주,
128,인문사회과학대학 빅데이터과학연계전공,파이썬프로그래밍,"금3,4,5(G209)",전체,1전선,HAEA9225,3,2,1,3,나재호,
129,인문사회과학대학 빅데이터과학연계전공,파이썬프로그래밍,"금7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,4,나재호,
130,인문사회과학대학 빅데이터과학연계전공,파이썬프로그래밍,"목7,8,9(G211)",전체,1전선,HAEA9225,3,2,1,5,김혜윤,
131,인문사회과학대학 빅데이터과학연계전공,객체지향프로그래밍,"수7,8,9(G311)",전체,1전선,HAIE0007,3,2,1,1,임좌상,
132,인문사회과학대학 빅데이터과학연계전공,객체지향프로그래밍,"목7,8,9(G311)",전체,1전선,HAIE0007,3,2,1,2,임좌상,
133,인문사회과학대학 빅데이터과학연계전공,데이터사이언스개론,"월7,8,9(N306)",전체,1전선,HAQA0004,3,3,0,1,이명호,
134,인문사회과학대학 빅데이터과학연계전공,경영빅데이터분석,"목4,5,6(R212)",전체,1전심,HAAE6005,3,1,2,1,이애리,
135,인문사회과학대학 빅데이터과학연계전공,경영빅데이터분석,"금7,8,9(N305)",전체,1전심,HAAE6005,3,1,2,2,신재우,
136,인문사회과학대학 빅데이터과학연계전공,"소셜미디어데이터수
 집및분석","목3,4,5(R104)",전체,1전심,HAAH9224,3,2,1,1,이명호,
137,인문사회과학대학 빅데이터과학연계전공,"데이터모델링과마이
 닝","월3,4(G210)
 화2(G210)",전체,1전심,HAEA0012,3,1,2,1,송병호,
138,인문사회과학대학 빅데이터과학연계전공,"데이터모델링과마이
 닝","월7,8(G210)
 화4(G210)",전체,1전심,HAEA0012,3,1,2,2,송병호,
139,인문사회과학대학 빅데이터과학연계전공,"데이터모델링과마이
 닝","화7,8,9(G525)",전체,1전심,HAEA0012,3,1,2,3,배주화,
140,인문사회과학대학 빅데이터과학연계전공,블록체인프로그래밍,"금7,8,9(G311)",전체,1전심,HAIE0022,3,1,2,1,임좌상,
141,인문사회과학대학 공간정보빅데이터연계전공,도시및지방행정론,"월5,6(R109)
 월0(Z201)",전체,1전선,HAAT0012,3,3,0,1,김영미,b-러닝
142,인문사회과학대학 공간정보빅데이터연계전공,GIS이론과 실습,"월6(N302-1)
 목5,6(N302-1)",전체,1전선,HASP0008,3,1,2,1,구자용,
143,인문사회과학대학 공간정보빅데이터연계전공,"관광과여가공간의이
 해","목7,8,9(N307)",전체,1전선,HASP0009,3,3,0,1,정희선,
144,인문사회과학대학 공간정보빅데이터연계전공,"공간빅데이터분석과
 인공지능","월7,8(N302-1)
 수6(N302-1)",전체,1전선,HASP0019,3,1,2,1,구자용,
145,인문사회과학대학 공간정보빅데이터연계전공,오픈소스GIS활용,"화3,4(N302-1)
 수5(N302-1)",전체,1전선,HASP0030,3,1,2,1,김민호,
146,인문사회과학대학 공간정보빅데이터연계전공,"토지정보시스템(캡스
 톤디자인)","화7,8,9(N302-1)",전체,1전선,HASP0032,2,1,2,1,구자용,
147,인문사회과학대학 공간정보빅데이터연계전공,"관광공간의스토리텔
 링과콘텐츠","월7,8,9(N307)",전체,1전선,HASP0042,3,3,0,1,정희선,
148,인문사회과학대학 공간정보빅데이터연계전공,"데이터모델링과마이
 닝","월3,4(G210)
 화2(G210)",전체,1전심,HAEA0012,3,1,2,1,송병호,
149,인문사회과학대학 공간정보빅데이터연계전공,"데이터모델링과마이
 닝","월7,8(G210)
 화4(G210)",전체,1전심,HAEA0012,3,1,2,2,송병호,
150,인문사회과학대학 공간정보빅데이터연계전공,"데이터모델링과마이
 닝","화7,8,9(G525)",전체,1전심,HAEA0012,3,1,2,3,배주화,
151,인문사회과학대학 공간정보빅데이터연계전공,"원격탐사소프트웨어
 활용","수7,8,9(N302-1)",전체,1전심,HASP0024,3,1,2,1,김민호,
152,인문사회과학대학 영유아체육과건강교육연계전공,보육과정,"금7,8,9(N206)",전체,1전선,HAAL0004,3,3,0,1,이세라피나,
153,인문사회과학대학 영유아체육과건강교육연계전공,보육실습,"금10,11,12(R207)",전체,1전선,HAAL6005,3,0,3,1,황혜신,
154,인문사회과학대학 영유아체육과건강교육연계전공,영유아교수방법론,"월5,6(R207)
 수4(R207)",전체,1전선,HAAL6006,3,2,1,1,서주현,
155,인문사회과학대학 영유아체육과건강교육연계전공,영유아발달,"화7(R207)
 수5,6(R207)",전체,1전선,HAAL9224,3,3,0,1,황혜신,
156,인문사회과학대학 영유아체육과건강교육연계전공,스포츠심리학,"화3,4(M305)
 목3(M305)",전체,1전선,HADN0012,3,3,0,1,이효,
157,인문사회과학대학 영유아체육과건강교육연계전공,건강관리,"화7,8,9(M308)",전체,1전선,HADN0021,3,3,0,1,백성수,
158,인문사회과학대학 영유아체육과건강교육연계전공,스포츠교육학,"수7,8(R210)",전체,1전선,HADN0022,2,2,0,1,이소미,
159,인문사회과학대학 영유아체육과건강교육연계전공,"헬스케어와스포츠과
 학의이해","월3,4(M308)",전체,1전선,HADN9230,2,2,0,1,강서정,
160,인문사회과학대학 영유아체육과건강교육연계전공,아동동작,"수6(F201)
 수4,5(M305)",전체,1전선,HAQB0001,3,3,0,1,강서정,
161,인문사회과학대학 영유아체육과건강교육연계전공,아동복지론,"화8,9(R202)
 수7(R202)",전체,1전심,HAAL6004,3,3,0,1,황혜신,
162,인문사회과학대학 영유아체육과건강교육연계전공,운동처방론,"월7,8,9(M402-1)",전체,1전심,HADN0027,3,3,0,1,강서정,
163,인문사회과학대학 아동·청소년상담연계전공,상담이론,"금4,5,6(R202)",전체,1전선,HAAL0007,3,3,0,1,김성은,
164,인문사회과학대학 아동·청소년상담연계전공,집단상담,"수7,8,9(N301-3)",전체,1전선,HAAL9002,3,2,1,1,조은숙,
165,인문사회과학대학 아동·청소년상담연계전공,영유아발달,"화7(R207)
 수5,6(R207)",전체,1전선,HAAL9224,3,3,0,1,황혜신,
