ID,개설학과,교과목명,강의시간 (강의실),학년,이수 구분,학수번호,학점,이론 시간,실습 시간,분 반,담당교수,비고
347,경영경제대학 경영학부,생산관리,"월7,8(R205)
 월0(Z201)",2,1전선,HAAE0010,3,3,0,6,이수철,b-러닝
348,경영경제대학 경영학부,회계원리,"수7,8,9(N202)",2,1전선,HAAE1122,3,3,0,1,유재권,
349,경영경제대학 경영학부,회계원리,"목7,8,9(N206)",2,1전선,HAAE1122,3,3,0,2,유재권,
350,경영경제대학 경영학부,회계원리,"금3,4,5(N305)",2,1전선,HAAE1122,3,3,0,3,유재권,
351,경영경제대학 경영학부,회계원리,"화3,4(N305) 화0(Z201)",2,1전선,HAAE1122,3,3,0,4,김정연,"외국인유학생 전용분반/b-러
 닝"
352,경영경제대학 경영학부,회계원리,"금5,6(SB002)
 금0(Z201)",2,1전선,HAAE1122,3,3,0,5,김준현,b-러닝
353,경영경제대학 경영학부,마케팅,"목7,8,9(T301)",2,1전선,HAAE2131,3,3,0,1,양석준,
354,경영경제대학 경영학부,마케팅,"월5,6(SB002)
 수6(SB001)",2,1전선,HAAE2131,3,3,0,2,최준원,
355,경영경제대학 경영학부,마케팅,"월7,8(SB002)
 수7(N206)",2,1전선,HAAE2131,3,3,0,3,최준원,
356,경영경제대학 경영학부,마케팅,"화5,6(N304)
 수8(N206)",2,1전선,HAAE2131,3,3,0,4,최준원,
357,경영경제대학 경영학부,마케팅,"화7,8(SB002)
 수9(SB002)",2,1전선,HAAE2131,3,3,0,5,최준원,
358,경영경제대학 경영학부,원가회계,"월3,4(N305)
 월0(Z201)",2,1전선,HAAE2141,3,3,0,1,김정연,b-러닝
359,경영경제대학 경영학부,원가회계,"월5,6(N305)
 월0(Z201)",2,1전선,HAAE2141,3,3,0,2,김정연,b-러닝
360,경영경제대학 경영학부,재무관리,"화3,4(T101)
 수3(T101)",2,1전선,HAAE3211,3,3,0,1,서지용,
361,경영경제대학 경영학부,재무관리,"화5,6(T101)
 수4(T101)",2,1전선,HAAE3211,3,3,0,2,서지용,
362,경영경제대학 경영학부,재무관리,"수7,8,9(N305)",2,1전선,HAAE3211,3,3,0,3,권세훈,
363,경영경제대학 경영학부,재무관리,"목7,8,9(N305)",2,1전선,HAAE3211,3,3,0,4,권세훈,
364,경영경제대학 경영학부,재무관리,"월3,4(SB002)
 화3(SB002)",2,1전선,HAAE3211,3,3,0,5,김성신,
365,경영경제대학 경영학부,경영조직론,"월3,4(T403)
 월0(Z201)",2,1전선,HAAE6002,3,3,0,1,최영근,b-러닝
366,경영경제대학 경영학부,경영조직론,"월5,6(T403)
 월0(Z201)",2,1전선,HAAE6002,3,3,0,2,최영근,b-러닝
367,경영경제대학 경영학부,ICT융합비즈니스개론,"화7,8,9(T403)",2,1전선,HAAE9215,3,3,0,1,이애리,
368,경영경제대학 경영학부,ICT융합비즈니스개론,"금4,5,6(T301)",2,1전선,HAAE9215,3,3,0,2,이애리,
369,경영경제대학 경영학부,"마케팅리서치&어낼리
 틱스","목5,6(T202)
 목0(Z201)",3,1전선,HAAE0005,3,1,2,1,양석준,b-러닝
370,경영경제대학 경영학부,중급회계1,"수5(R109)
 목3,4(T101)",3,1전선,HAAE9004,3,3,0,1,김준현,
371,경영경제대학 경영학부,중급회계1,"수6(R109)
 목7,8(N202)",3,1전선,HAAE9004,3,3,0,2,김준현,
372,경영경제대학 경영학부,품질경영론,"수3,4(T303)
 수0(Z201)",3,1전심,HAAE0003,3,3,0,1,유태종,b-러닝
373,경영경제대학 경영학부,품질경영론,"화3,4(N301-3)
 화0(Z201)",3,1전심,HAAE0003,3,3,0,2,윤영진,b-러닝
374,경영경제대학 경영학부,품질경영론,"화5,6(R102)
 화0(Z201)",3,1전심,HAAE0003,3,3,0,3,이수철,b-러닝
375,경영경제대학 경영학부,경영빅데이터분석,"목4,5,6(R212)",3,1전심,HAAE6005,3,1,2,1,이애리,
376,경영경제대학 경영학부,경영빅데이터분석,"금7,8,9(N305)",3,1전심,HAAE6005,3,1,2,2,신재우,
377,경영경제대학 경영학부,데이터와금융,"화7,8,9(T202)",3,1전심,HAAE9230,3,2,1,1,권세훈,
378,경영경제대학 경영학부,IT경영과혁신,"월7,8,9(SB001)",4,1전선,HAAE9012,3,3,0,1,유진호,
379,경영경제대학 경영학부,IT경영과혁신,"수7,8,9(SB001)",4,1전선,HAAE9012,3,3,0,2,유진호,
380,경영경제대학 경영학부,IT경영과혁신,"금4,5,6(T303)",4,1전선,HAAE9012,3,3,0,3,유진호,"외국인유학생
 전용분반"
381,경영경제대학 경영학부,금융기관경영론,"월7(N305)
 수5,6(N305)",4,1전심,HAAE9006,3,3,0,1,김성신,
382,경영경제대학 경영학부,"서비스비즈니스모델
 개발(캡스톤디자인)","월3,4(N206)
 월0(Z201)",4,1전심,HAAE9008,3,1,2,1,윤영진,b-러닝
383,경영경제대학 경영학부,"서비스비즈니스모델
 개발(캡스톤디자인)","월5,6(N206)
 월0(Z201)",4,1전심,HAAE9008,3,1,2,2,윤영진,b-러닝
384,경영경제대학 경영학부,금융산업의이해,"수5(T101)
 금3,4(T101)",4,1전심,HAAE9213,3,3,0,1,서지용,
385,경영경제대학 경영학부,금융산업의이해,"수6(T101)
 금5,6(T101)",4,1전심,HAAE9213,3,3,0,2,서지용,
386,경영경제대학 경영학부,기업윤리,"월3,4(T303)
 화2(T303)",4,1전심,HAAE9225,3,3,0,1,최병권,
387,경영경제대학 경영학부,기업윤리,"월6(T101)
 화7,8(T101)",4,1전심,HAAE9225,3,3,0,2,최병권,
388,경영경제대학 경영학부,기업윤리,"월7,8(T101)
 화6(T303)",4,1전심,HAAE9225,3,3,0,3,최병권,
389,경영경제대학 경영학부,고용관계론,"금7,8,9(T303)",4,1전심,HAAE9236,3,1,2,1,박현국,
390,경영경제대학 경영학부,마케팅프로젝트,"화4,5,6(T403)",4,1전심,HAAE9254,3,1,2,1,최은정,"마케팅 혹은 마케팅 유관 수업 1개 이상 수강한 학생에 한함/ 외국인학생
 수강 불가"
391,경영경제대학 경영학부,현장실습학기제(경영),토0(Z200),전체,1전선,HAAE9211,15,0,15,1,최영근,
392,경영경제대학 경영학부,일경험(경영),토1(Z200),전체,1전선,HAAE9257,12,0,12,1,최영근,
393,경영경제대학 글로벌경영학과,"국제무역의역사적이
 해","금7,8,9(N201)",1,1전선,HAAM9229,3,3,0,1,"김동호,김은
 수",
394,경영경제대학 글로벌경영학과,국제통상과기업경영,"화4(T406)
 목3,4(T406)",1,1전선,HAFB0004,3,3,0,1,김효정,
395,경영경제대학 글로벌경영학과,국제통상과기업경영,"화5(T406)
 목5,6(T406)",1,1전선,HAFB0004,3,3,0,2,김효정,
396,경영경제대학 글로벌경영학과,국제통상과기업경영,"월7,8,9(T403)",1,1전선,HAFB0004,3,3,0,3,이한석,
397,경영경제대학 글로벌경영학과,무역실무,"금4,5,6(N303)",2,1전선,HAAM0013,3,3,0,1,김동호,
398,경영경제대학 글로벌경영학과,무역실무,"목7,8,9(T303)",2,1전선,HAAM0013,3,3,0,2,이승배,
399,경영경제대학 글로벌경영학과,비즈니스영어,"월3,4(T406)
 화3(T406)",2,1전선,HAAM2031,3,2,1,1,김효정,
400,경영경제대학 글로벌경영학과,비즈니스영어,"수3,4(T403)
 목2(T403)",2,1전선,HAAM2031,3,2,1,2,손인수,
401,경영경제대학 글로벌경영학과,글로벌마케팅원론,"월7,8,9(T406)",2,1전선,HAAM5005,3,3,0,1,김병재,
402,경영경제대학 글로벌경영학과,글로벌마케팅원론,"수7,8,9(T102)",2,1전선,HAAM5005,3,3,0,2,김병재,
403,경영경제대학 글로벌경영학과,글로벌마케팅원론,"월3,4(T102)
 수6(T102)",2,1전선,HAAM5005,3,3,0,3,이한석,
404,경영경제대학 글로벌경영학과,"글로벌비즈니스커뮤
 니케이션","수5,6(R205)
 목1(R205)",2,1전선,HAAM9212,3,3,0,1,오철,"중국인 유학생
 수강불가"
405,경영경제대학 글로벌경영학과,"글로벌비즈니스커뮤
 니케이션","수4(R205)
 목5,6(R205)",2,1전선,HAAM9212,3,3,0,2,오철,"중국인 유학생
 수강불가"
406,경영경제대학 글로벌경영학과,"4차산업혁명과벤처경
 영론","월5,6(T406)
 수3(T406)",2,1전선,HAAM9219,3,2,1,1,최원용,
407,경영경제대학 글로벌경영학과,비즈니스회계실무,"수7,8,9(A203)",2,1전선,HAAM9221,3,2,1,1,한영도,
408,경영경제대학 글로벌경영학과,글로벌서비스경영론,"금4,5,6(R205)",3,1전선,HAAM0010,3,2,1,1,김동원,
409,경영경제대학 글로벌경영학과,국제무역론,"화1,2(T102)
 수3(T102)",3,1전선,HAAM3001,3,2,1,1,오철,
410,경영경제대학 글로벌경영학과,국제무역론,"금1,2,3(N201)",3,1전선,HAAM3001,3,2,1,2,김동호,"외국인유학생
 전용분반"
411,경영경제대학 글로벌경영학과,"전략경영론(캡스톤디
 자인)","수7,8,9(R205)",3,1전선,HAAM6005,3,2,1,1,권기환,
412,경영경제대학 글로벌경영학과,"프로젝트매니지먼트(
 캡스톤디자인)","수5(T403)
 목5,6(T403)",3,1전선,HAAM7002,3,2,1,1,손인수,
413,경영경제대학 글로벌경영학과,글로벌물류,"화7,8,9(T406)",3,1전선,HAAM9003,3,2,1,1,조영곤,
414,경영경제대학 글로벌경영학과,국제마케팅,"월3,4(R205)
 목2(R205)",3,1전심,HAAM0003,3,3,0,1,김동원,
415,경영경제대학 글로벌경영학과,국제마케팅,"월5,6(R205)
 목3(R205)",3,1전심,HAAM0003,3,3,0,2,김동원,
416,경영경제대학 글로벌경영학과,글로벌비즈니스실습,"월7,8,9(T102)",3,1전심,HAAM9006,3,1,2,1,김효정,
417,경영경제대학 글로벌경영학과,글로벌비즈니스실습,"화7,8,9(T102)",3,1전심,HAAM9006,3,1,2,2,김효정,
418,경영경제대학 글로벌경영학과,디지털마케팅론,"수2(T403)
 목3,4(T403)",4,1전선,HAAM5009,3,2,1,1,손인수,
419,경영경제대학 글로벌경영학과,디지털마케팅론,"금4,5,6(T102)",4,1전선,HAAM5009,3,2,1,2,손인수,
420,경영경제대학 글로벌경영학과,글로벌유통관리,"수7,8,9(T306)",4,1전심,HAAM0012,3,2,1,1,이한석,
421,경영경제대학 글로벌경영학과,다국적기업경영론,"화4(T102)
 수5,6(T406)",4,1전심,HAAM6002,3,1,2,1,조영곤,
422,경영경제대학 글로벌경영학과,다국적기업경영론,"화5,6(T102)
 수4(T406)",4,1전심,HAAM6002,3,1,2,2,조영곤,
423,경영경제대학 글로벌경영학과,"현장실습학기제(글로
 벌경영)",토1(Z200),전체,1전선,HAAM9211,15,0,15,1,한영도,
424,경영경제대학 융합경영학과,경제학입문,"토4,5,6(R202)",1,1전선,HABI0001,3,3,0,1,박래운,"융합경영학과
 전용수업"
425,경영경제대학 융합경영학과,경영학원론,"토1,2,3(T406)",1,1전선,HABI0002,3,3,0,1,고은정,"융합경영학과
 전용수업"
426,경영경제대학 융합경영학과,경영경제통계,"수11,12,13(G307)",2,1전선,HABI0005,3,2,1,1,최동욱,"융합경영학과
 전용수업"
427,경영경제대학 융합경영학과,재무관리,"화11,12(N201) 화0(Z201)",2,1전선,HABI0006,3,3,0,1,김성신,"융합경영학과 전용수업,b-러
 닝"
428,경영경제대학 융합경영학과,마케팅,"토1,2,3(T305)",2,1전선,HABI0007,3,3,0,1,최준원,"융합경영학과
 전용수업"
429,경영경제대학 융합경영학과,전략경영,"월11,12,13(T406)",2,1전선,HABI0008,3,3,0,1,최원용,"융합경영학과
 전용수업"
430,경영경제대학 융합경영학과,거시경제학,"화11,12,13(T303)",3,1전선,HABI0017,3,3,0,1,유만식,"융합경영학과
 전용수업"
431,경영경제대학 융합경영학과,e-commerce,"수11,12,13(T406)",3,1전선,HABI0018,3,2,1,1,손인수,"융합경영학과
 전용수업"
432,경영경제대학 융합경영학과,무역실무,"토4,5,6(N201)",3,1전선,HABI0025,3,2,1,1,김동호,"융합경영학과
 전용수업"
433,경영경제대학 부동산학연계전공,미시경제학,"월5,6(SB004)
 월0(Z201)",전체,1전선,HAAC2121,3,3,0,1,유경원,b-러닝
434,경영경제대학 부동산학연계전공,미시경제학,"월7,8(SB004)
 월0(Z201)",전체,1전선,HAAC2121,3,3,0,2,유경원,b-러닝
435,경영경제대학 부동산학연계전공,미시경제학,"금4,5,6(T201)",전체,1전선,HAAC2121,3,3,0,3,최동욱,
436,경영경제대학 부동산학연계전공,거시경제학,"화7(T201)
 수5,6(T201)",전체,1전선,HAAC2131,3,3,0,1,김영준,
437,경영경제대학 부동산학연계전공,재무경제학,"월1,2(T201)
 수2(T201)",전체,1전선,HAAC5003,3,3,0,1,유승동,
438,경영경제대학 부동산학연계전공,재무경제학,"월3,4(T201)
 목2(T201)",전체,1전선,HAAC5003,3,3,0,2,유승동,
439,경영경제대학 부동산학연계전공,행정학개론,"월3,4(N304)
 목6(N304)",전체,1전선,HAAT0003,3,3,0,1,박정호,
440,경영경제대학 부동산학연계전공,행정학개론,"화8(N304)
 수3,4(N304)",전체,1전선,HAAT0003,3,3,0,2,박정호,
441,경영경제대학 부동산학연계전공,도시및지방행정론,"월5,6(R109)
 월0(Z201)",전체,1전선,HAAT0012,3,3,0,1,김영미,b-러닝
442,경영경제대학 부동산학연계전공,환경과주택의이해,"수4,5,6(R211)",전체,1전선,HASP0001,3,3,0,1,신화경,
443,경영경제대학 부동산학연계전공,정부와제도,"목7,8,9(N203)",전체,1전선,HAUS0020,3,3,0,1,김상우,
444,경영경제대학 부동산학연계전공,자산운용과투자전략,"월3,4(R209)
 월0(Z201)",전체,1전심,HAAC9002,3,2,1,1,서은숙,b-러닝
445,경영경제대학 빅데이터애널리틱스융합전공,디지털마케팅론,"수2(T403)
 목3,4(T403)",전체,1전선,HAAM5009,3,2,1,1,손인수,
446,경영경제대학 빅데이터애널리틱스융합전공,디지털마케팅론,"금4,5,6(T102)",전체,1전선,HAAM5009,3,2,1,2,손인수,
447,경영경제대학 빅데이터애널리틱스융합전공,파이썬프로그래밍,"월7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,1,조용주,
448,경영경제대학 빅데이터애널리틱스융합전공,파이썬프로그래밍,"화7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,2,조용주,
449,경영경제대학 빅데이터애널리틱스융합전공,파이썬프로그래밍,"금3,4,5(G209)",전체,1전선,HAEA9225,3,2,1,3,나재호,
450,경영경제대학 빅데이터애널리틱스융합전공,파이썬프로그래밍,"금7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,4,나재호,
451,경영경제대학 빅데이터애널리틱스융합전공,파이썬프로그래밍,"목7,8,9(G211)",전체,1전선,HAEA9225,3,2,1,5,김혜윤,
452,경영경제대학 빅데이터애널리틱스융합전공,객체지향프로그래밍,"수7,8,9(G311)",전체,1전선,HAIE0007,3,2,1,1,임좌상,
453,경영경제대학 빅데이터애널리틱스융합전공,객체지향프로그래밍,"목7,8,9(G311)",전체,1전선,HAIE0007,3,2,1,2,임좌상,
454,경영경제대학 빅데이터애널리틱스융합전공,"현장실습학기제(빅데
 이터애널리틱스)",토1(Z200),전체,1전선,HAKA0004,15,0,15,1,윤영진,
455,경영경제대학 빅데이터애널리틱스융합전공,데이터사이언스개론,"월7,8,9(N306)",전체,1전선,HAQA0004,3,3,0,1,이명호,
456,경영경제대학 빅데이터애널리틱스융합전공,경영빅데이터분석,"목4,5,6(R212)",전체,1전심,HAAE6005,3,1,2,1,이애리,
457,경영경제대학 빅데이터애널리틱스융합전공,경영빅데이터분석,"금7,8,9(N305)",전체,1전심,HAAE6005,3,1,2,2,신재우,
458,경영경제대학 빅데이터애널리틱스융합전공,"소셜미디어데이터수
 집및분석","목3,4,5(R104)",전체,1전심,HAAH9224,3,2,1,1,이명호,
459,경영경제대학 빅데이터애널리틱스융합전공,"데이터모델링과마이
 닝","월3,4(G210)
 화2(G210)",전체,1전심,HAEA0012,3,1,2,1,송병호,
460,경영경제대학 빅데이터애널리틱스융합전공,"데이터모델링과마이
 닝","월7,8(G210)
 화4(G210)",전체,1전심,HAEA0012,3,1,2,2,송병호,
461,경영경제대학 빅데이터애널리틱스융합전공,"데이터모델링과마이
 닝","화7,8,9(G525)",전체,1전심,HAEA0012,3,1,2,3,배주화,
462,경영경제대학 빅데이터애널리틱스융합전공,블록체인프로그래밍,"금7,8,9(G311)",전체,1전심,HAIE0022,3,1,2,1,임좌상,
463,경영경제대학 스마트생산융합전공,생산관리,"화5,6(N305)
 화0(Z201)",전체,1전선,HAAE0010,3,3,0,1,유태종,b-러닝
464,경영경제대학 스마트생산융합전공,생산관리,"화7,8(N305)
 화0(Z201)",전체,1전선,HAAE0010,3,3,0,2,유태종,b-러닝
465,경영경제대학 스마트생산융합전공,생산관리,"수5,6(T303)
 수0(Z201)",전체,1전선,HAAE0010,3,3,0,3,유태종,b-러닝
466,경영경제대학 스마트생산융합전공,생산관리,"수7,8(T101)
 수0(Z201)",전체,1전선,HAAE0010,3,3,0,4,유태종,b-러닝
467,경영경제대학 스마트생산융합전공,생산관리,"월5,6(N505)
 월0(Z201)",전체,1전선,HAAE0010,3,3,0,5,이수철,b-러닝
468,경영경제대학 스마트생산융합전공,생산관리,"월7,8(R205)
 월0(Z201)",전체,1전선,HAAE0010,3,3,0,6,이수철,b-러닝
469,경영경제대학 스마트생산융합전공,원가회계,"월3,4(N305)
 월0(Z201)",전체,1전선,HAAE2141,3,3,0,1,김정연,b-러닝
470,경영경제대학 스마트생산융합전공,원가회계,"월5,6(N305)
 월0(Z201)",전체,1전선,HAAE2141,3,3,0,2,김정연,b-러닝
471,경영경제대학 스마트생산융합전공,C프로그래밍1,"목7,8,9(G209)",전체,1전선,HAIE0001,3,2,1,1,조용주,
472,경영경제대학 스마트생산융합전공,C프로그래밍1,"금2,3,4(G305)",전체,1전선,HAIE0001,3,2,1,2,이의철,
473,경영경제대학 스마트생산융합전공,지능정보공학설계,"수4,5,6(G310)",전체,1전선,HAIE0002,3,2,1,1,윤희남,
474,경영경제대학 스마트생산융합전공,지능정보공학설계,"수7,8,9(G309)",전체,1전선,HAIE0002,3,2,1,2,윤희남,
475,경영경제대학 스마트생산융합전공,품질경영론,"수3,4(T303)
 수0(Z201)",전체,1전심,HAAE0003,3,3,0,1,유태종,b-러닝
476,경영경제대학 스마트생산융합전공,품질경영론,"화3,4(N301-3)
 화0(Z201)",전체,1전심,HAAE0003,3,3,0,2,윤영진,b-러닝
477,경영경제대학 스마트생산융합전공,품질경영론,"화5,6(R102)
 화0(Z201)",전체,1전심,HAAE0003,3,3,0,3,이수철,b-러닝
478,경영경제대학 스마트생산융합전공,"서비스비즈니스모델
 개발(캡스톤디자인)","월3,4(N206)
 월0(Z201)",전체,1전심,HAAE9008,3,1,2,1,윤영진,b-러닝
479,경영경제대학 스마트생산융합전공,"서비스비즈니스모델
 개발(캡스톤디자인)","월5,6(N206)
 월0(Z201)",전체,1전심,HAAE9008,3,1,2,2,윤영진,b-러닝
480,경영경제대학 신산업비즈니스융합전공,ICT융합비즈니스개론,"화7,8,9(T403)",전체,1전선,HAAE9215,3,3,0,1,이애리,
481,경영경제대학 신산업비즈니스융합전공,ICT융합비즈니스개론,"금4,5,6(T301)",전체,1전선,HAAE9215,3,3,0,2,이애리,
482,경영경제대학 신산업비즈니스융합전공,인공지능,"월1,2,3(G207)",전체,1전선,HAEA0017,3,2,1,1,민경하,
483,경영경제대학 신산업비즈니스융합전공,인공지능,"수5(G211)
 목5,6(G211)",전체,1전선,HAEA0017,3,2,1,2,강상욱,
484,경영경제대학 신산업비즈니스융합전공,인공지능,"수6(G211)
 목1,2(G211)",전체,1전선,HAEA0017,3,2,1,3,강상욱,
485,경영경제대학 신산업비즈니스융합전공,인공지능,"수3(G307)
 목5,6(G307)",전체,1전선,HAEA0017,3,2,1,4,민경하,
486,경영경제대학 신산업비즈니스융합전공,파이썬프로그래밍,"월7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,1,조용주,
487,경영경제대학 신산업비즈니스융합전공,파이썬프로그래밍,"화7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,2,조용주,
488,경영경제대학 신산업비즈니스융합전공,파이썬프로그래밍,"금3,4,5(G209)",전체,1전선,HAEA9225,3,2,1,3,나재호,
489,경영경제대학 신산업비즈니스융합전공,파이썬프로그래밍,"금7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,4,나재호,
490,경영경제대학 신산업비즈니스융합전공,파이썬프로그래밍,"목7,8,9(G211)",전체,1전선,HAEA9225,3,2,1,5,김혜윤,
491,경영경제대학 신산업비즈니스융합전공,지능정보공학설계,"수4,5,6(G310)",전체,1전선,HAIE0002,3,2,1,1,윤희남,
492,경영경제대학 신산업비즈니스융합전공,지능정보공학설계,"수7,8,9(G309)",전체,1전선,HAIE0002,3,2,1,2,윤희남,
493,경영경제대학 신산업비즈니스융합전공,인터랙션디자인,"월4,5,6(G312)",전체,1전선,HAIE0011,3,2,1,1,권지은,
494,경영경제대학 신산업비즈니스융합전공,인터랙션디자인,"화7,8,9(G312)",전체,1전선,HAIE0011,3,2,1,2,권지은,
495,경영경제대학 신산업비즈니스융합전공,금융시장과금융기관,"화2,3(T201)
 목4(T201)",전체,1전심,HAAC0002,3,3,0,1,정지만,
496,경영경제대학 신산업비즈니스융합전공,금융시장과금융기관,"화5,6(T201)
 목3(T201)",전체,1전심,HAAC0002,3,3,0,2,정지만,
497,경영경제대학 핀테크인텔리전스융합전공,데이터분석의이해,"월5,6(T201)
 월0(Z201)",3,1전선,HAAC9003,3,1,2,1,이동진,b-러닝
498,경영경제대학 핀테크인텔리전스융합전공,자산운용과투자전략,"월3,4(R209)
 월0(Z201)",3,1전심,HAAC9002,3,2,1,1,서은숙,b-러닝
499,경영경제대학 핀테크인텔리전스융합전공,재무관리,"화3,4(T101)
 수3(T101)",전체,1전선,HAAE3211,3,3,0,1,서지용,
500,경영경제대학 핀테크인텔리전스융합전공,재무관리,"화5,6(T101)
 수4(T101)",전체,1전선,HAAE3211,3,3,0,2,서지용,
501,경영경제대학 핀테크인텔리전스융합전공,재무관리,"수7,8,9(N305)",전체,1전선,HAAE3211,3,3,0,3,권세훈,
502,경영경제대학 핀테크인텔리전스융합전공,재무관리,"목7,8,9(N305)",전체,1전선,HAAE3211,3,3,0,4,권세훈,
503,경영경제대학 핀테크인텔리전스융합전공,재무관리,"월3,4(SB002)
 화3(SB002)",전체,1전선,HAAE3211,3,3,0,5,김성신,
504,경영경제대학 핀테크인텔리전스융합전공,파이썬프로그래밍,"월7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,1,조용주,
505,경영경제대학 핀테크인텔리전스융합전공,파이썬프로그래밍,"화7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,2,조용주,
506,경영경제대학 핀테크인텔리전스융합전공,파이썬프로그래밍,"금3,4,5(G209)",전체,1전선,HAEA9225,3,2,1,3,나재호,
507,경영경제대학 핀테크인텔리전스융합전공,파이썬프로그래밍,"금7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,4,나재호,
508,경영경제대학 핀테크인텔리전스융합전공,파이썬프로그래밍,"목7,8,9(G211)",전체,1전선,HAEA9225,3,2,1,5,김혜윤,
509,경영경제대학 핀테크인텔리전스융합전공,인터랙션디자인,"월4,5,6(G312)",전체,1전선,HAIE0011,3,2,1,1,권지은,
510,경영경제대학 핀테크인텔리전스융합전공,인터랙션디자인,"화7,8,9(G312)",전체,1전선,HAIE0011,3,2,1,2,권지은,
511,경영경제대학 핀테크인텔리전스융합전공,경영빅데이터분석,"목4,5,6(R212)",전체,1전심,HAAE6005,3,1,2,1,이애리,
512,경영경제대학 핀테크인텔리전스융합전공,경영빅데이터분석,"금7,8,9(N305)",전체,1전심,HAAE6005,3,1,2,2,신재우,
513,경영경제대학 핀테크인텔리전스융합전공,블록체인프로그래밍,"금7,8,9(G311)",전체,1전심,HAIE0022,3,1,2,1,임좌상,
514,융합공과대학,"AI+X선도인재양성기
 초프로젝트","금4,5,6(G102)",전체,일선,HAKT0001,3,1,2,1,박성준,
515,융합공과대학,"AI+X선도인재양성고
 급프로젝트","금7,8,9(G102)",전체,일선,HAKT0003,3,0,3,1,박성준,
516,융합공과대학 지능·데이터융합학부,파이썬,"월1,2,3(G202)",1,1전선,HAID0001,3,1,2,1,서대희,
