ID,개설학과,교과목명,강의시간 (강의실),학년,이수 구분,학수번호,학점,이론 시간,실습 시간,분 반,담당교수,비고
676,융합공과대학 SW융합학부 한일문화콘텐츠전공,"한일대중문화콘텐츠
 의이해","화6(G201)
 수3,4(G417)",2,1전선,HABH0005,3,3,0,1,김평강,
677,융합공과대학 SW융합학부 한일문화콘텐츠전공,"문화여행과SW콘텐츠
 기획","월7,8,9(G417)",2,1전선,HABH0006,3,1.5,1.5,1,"문성현,조규
 헌",
678,융합공과대학 SW융합학부 한일문화콘텐츠전공,한일언어와행동문화,"목5,6(N204)
 목0(Z201)",2,1전선,HABH0007,3,3,0,1,장근수,b-러닝
679,융합공과대학 SW융합학부 한일문화콘텐츠전공,커뮤니케이션일본어1,"목7,8,9(A203)",2,1전선,HABH0014,3,2,1,1,"이이호시카
 즈야",
680,융합공과대학 SW융합학부 한일문화콘텐츠전공,한일문화트렌드,"수3(R104)
 목3,4(R406)",2,1전선,HABH0024,3,2,1,1,성윤아,
681,융합공과대학 SW융합학부 한일문화콘텐츠전공,일본문학과문화,"화4,5(A203)
 목3(A203)",2,1전선,HABH0054,3,3,0,1,신현태,
682,융합공과대학 SW융합학부 한일문화콘텐츠전공,매스미디어일본어,"화3,4(R104)
 수4(R104)",3,1전선,HABH0019,3,2,1,1,성윤아,
683,융합공과대학 SW융합학부 한일문화콘텐츠전공,한일영상문화비교,"목5,6(N505)
 금5(N505)",3,1전심,HABH0017,3,3,0,1,신현태,
684,융합공과대학 SW융합학부 한일문화콘텐츠전공,동아시아공연예술,"목4(G525)
 금3,4(G525)",3,1전심,HABH0021,3,2,1,1,김평강,
685,융합공과대학 SW융합학부 한일문화콘텐츠전공,"한일문화콘텐츠기획
 실습(캡스톤디자인)","수7,8,9(R109)",4,1전선,HABH0053,3,0,3,1,"장선희,조규
 헌",
686,융합공과대학 생명화학공학부,미적분학,"화7,8,9(R102)",1,1전선,HAUS0014,3,3,0,1,고영건,
687,융합공과대학 생명화학공학부,미적분학,"목7,8,9(SB001)",1,1전선,HAUS0014,3,3,0,2,고영건,
688,융합공과대학 생명화학공학부 생명공학전공,일반생물학실험1,"수6,7(N526)",1,1전선,HABT0002,2,0,2,1,이성호,
689,융합공과대학 생명화학공학부 생명공학전공,일반생물학실험1,"수8,9(N526)",1,1전선,HABT0002,2,0,2,2,이성호,
690,융합공과대학 생명화학공학부 생명공학전공,일반화학1,"금1,2,3(SB002)",1,1전선,HAFX0009,3,3,0,1,백상현,
691,융합공과대학 생명화학공학부 생명공학전공,일반화학1,"월6,7(N203)
 수2(N203)",1,1전선,HAFX0009,3,3,0,2,서현욱,
692,융합공과대학 생명화학공학부 생명공학전공,일반생물학1,"화7,8,9(N505)",1,1전선,HAFX0013,3,3,0,1,"기장서,이영
 미","생명공학전공
 전용 분반"
693,융합공과대학 생명화학공학부 생명공학전공,일반생물학1,"수3,4(T301)
 목6(T301)",1,1전선,HAFX0013,3,3,0,2,안예진,"타전공 전용
 분반"
694,융합공과대학 생명화학공학부 생명공학전공,생화학,"월2,3,4(T306)",2,1전선,HABT0008,3,3,0,1,기장서,
695,융합공과대학 생명화학공학부 생명공학전공,생화학실험,"월6,7(N525)",2,1전선,HABT0009,2,0,2,1,기장서,
696,융합공과대학 생명화학공학부 생명공학전공,생화학실험,"월8,9(N525)",2,1전선,HABT0009,2,0,2,2,기장서,
697,융합공과대학 생명화학공학부 생명공학전공,유전학,"수3,4(N505)
 목2(N505)",2,1전선,HABT0010,3,3,0,1,이영미,
698,융합공과대학 생명화학공학부 생명공학전공,유전학실험,"목6,7(N526)",2,1전선,HABT0011,2,0,2,1,이영미,
699,융합공과대학 생명화학공학부 생명공학전공,유전학실험,"목8,9(N526)",2,1전선,HABT0011,2,0,2,2,이영미,
700,융합공과대학 생명화학공학부 생명공학전공,"생명공학소프트웨어
 활용",화3(T102),2,1전선,HABT0013,1,0,1,1,김창배,
701,융합공과대학 생명화학공학부 생명공학전공,식물생명공학,"화5(SB002)
 목3,4(SB002)",2,1전선,HABT0019,3,3,0,1,안예진,
702,융합공과대학 생명화학공학부 생명공학전공,아동과학지도,"금4,5,6(N304)",2,1전선,HAFU0009,3,2,1,1,서주현,
703,융합공과대학 생명화학공학부 생명공학전공,분자생물학,"화3,4(R203)
 수5(T301)",3,1전선,HABT0022,3,3,0,1,안예진,
704,융합공과대학 생명화학공학부 생명공학전공,분자생물학실험,"화6,7(N526)",3,1전선,HABT0023,2,0,2,1,안예진,
705,융합공과대학 생명화학공학부 생명공학전공,분자생물학실험,"화8,9(N526)",3,1전선,HABT0023,2,0,2,2,안예진,
706,융합공과대학 생명화학공학부 생명공학전공,생물정보학실험,"수3,4(G206)",3,1전선,HABT0024,2,0,2,1,김창배,
707,융합공과대학 생명화학공학부 생명공학전공,발생공학,"월7,8,9(N505)",3,1전심,HABT0020,3,3,0,1,이은수,
708,융합공과대학 생명화학공학부 생명공학전공,생물정보학,"월3,4(T301)
 수7(T301)",3,1전심,HABT0021,3,3,0,1,김창배,
709,융합공과대학 생명화학공학부 생명공학전공,생물반응공학,"화7,8(N206)
 목4(N206)",4,1전선,HABT0032,3,3,0,1,유하영,
710,융합공과대학 생명화학공학부 생명공학전공,면역학,"목7,8,9(N505)",4,1전심,HABT0031,3,3,0,1,김예진,
711,융합공과대학 생명화학공학부 생명공학전공,생명공학종합설계,"수7,8,9(N525)",4,1전심,HABT0034,3,0,3,1,유하영,
712,융합공과대학 생명화학공학부 생명공학전공,생물공정공학,"화3,4(N206)
 목3(N206)",4,1전심,HABT0037,3,3,0,1,유하영,
713,융합공과대학 생명화학공학부 화학에너지공학전공,일반화학실험1,"월8,9(N423)",1,1전선,HACN0002,2,0,2,1,서현욱,
714,융합공과대학 생명화학공학부 화학에너지공학전공,일반화학실험1,"목8,9(N423)",1,1전선,HACN0002,2,0,2,2,서현욱,
715,융합공과대학 생명화학공학부 화학에너지공학전공,일반화학실험1,"금5,6(N423)",1,1전선,HACN0002,2,0,2,3,서현욱,
716,융합공과대학 생명화학공학부 화학에너지공학전공,일반화학1,"금1,2,3(SB002)",1,1전선,HAFX0009,3,3,0,1,백상현,
717,융합공과대학 생명화학공학부 화학에너지공학전공,일반화학1,"월6,7(N203)
 수2(N203)",1,1전선,HAFX0009,3,3,0,2,서현욱,
718,융합공과대학 생명화학공학부 화학에너지공학전공,일반물리학,"수2,3(SB002)
 목2(SB002)",1,1전선,HAFX0012,3,3,0,1,고영건,
719,융합공과대학 생명화학공학부 화학에너지공학전공,일반물리학,"수7,8(N201)
 목7(N201)",1,1전선,HAFX0012,3,3,0,2,서현욱,
720,융합공과대학 생명화학공학부 화학에너지공학전공,일반생물학1,"화7,8,9(N505)",1,1전선,HAFX0013,3,3,0,1,"기장서,이영
 미","생명공학전공
 전용 분반"
721,융합공과대학 생명화학공학부 화학에너지공학전공,일반생물학1,"수3,4(T301)
 목6(T301)",1,1전선,HAFX0013,3,3,0,2,안예진,"타전공 전용
 분반"
722,융합공과대학 생명화학공학부 화학에너지공학전공,에너지유기재료1,"화2(N202)
 목2,3(T306)",2,1전선,HACN0008,3,3,0,1,백상현,
723,융합공과대학 생명화학공학부 화학에너지공학전공,분석화학,"월3(R203)
 수3,4(R103)",2,1전선,HACN0009,3,3,0,1,김기택,
724,융합공과대학 생명화학공학부 화학에너지공학전공,에너지유기재료실험1,"화4,5,6(N424)",2,1전선,HACN0010,3,0,3,1,백상현,
725,융합공과대학 생명화학공학부 화학에너지공학전공,에너지유기재료실험1,"목4,5,6(N424)",2,1전선,HACN0010,3,0,3,2,백상현,
726,융합공과대학 생명화학공학부 화학에너지공학전공,에너지유기재료실험1,"금4,5,6(N424)",2,1전선,HACN0010,3,0,3,3,백상현,
727,융합공과대학 생명화학공학부 화학에너지공학전공,분석화학실험,"월5,6,7(N423)",2,1전선,HACN0011,3,0,3,1,김기택,
728,융합공과대학 생명화학공학부 화학에너지공학전공,분석화학실험,"수6,7,8(N423)",2,1전선,HACN0011,3,0,3,2,김기택,
729,융합공과대학 생명화학공학부 화학에너지공학전공,고체결정학,"월8,9(N203)
 목8(N201)",2,1전선,HACN0042,3,3,0,1,김호영,
730,융합공과대학 생명화학공학부 화학에너지공학전공,에너지무기재료실험2,"화7,8,9(N424)",3,1전선,HACN0018,3,0,3,1,강윤경,
731,융합공과대학 생명화학공학부 화학에너지공학전공,고체재료공학실험,"월4,5,6(N424)",3,1전선,HACN0044,3,0,3,1,김호영,
732,융합공과대학 생명화학공학부 화학에너지공학전공,에너지무기재료2,"화3(N505)
 목3,4(N505)",3,1전심,HACN0017,3,3,0,1,강윤경,
733,융합공과대학 생명화학공학부 화학에너지공학전공,양자역학과분광학,"화5,6(N505)
 목2(N201)",3,1전심,HACN0020,3,3,0,1,서현욱,
734,융합공과대학 생명화학공학부 화학에너지공학전공,고체재료공학1,"수2,3(N301-3)
 목5(N301-3)",3,1전심,HACN0043,3,3,0,1,김호영,
735,융합공과대학 생명화학공학부 화학에너지공학전공,유기금속과촉매,"수5,6(N307)
 목6(N307)",4,1전심,HACN0031,3,3,0,1,강윤경,
736,융합공과대학 생명화학공학부 화학에너지공학전공,"현장실습학기제(화학
 에너지공학)",토1(Z200),전체,1전선,HACN0039,15,0,15,1,백상현,
737,융합공과대학 생명화학공학부 화공신소재전공,일반화학실험,"수6,7(N504-1)",1,1전선,HACI8001,2,0,2,1,구상균,
738,융합공과대학 생명화학공학부 화공신소재전공,일반화학실험,"수8,9(N504-1)",1,1전선,HACI8001,2,0,2,2,구상균,
739,융합공과대학 생명화학공학부 화공신소재전공,일반화학1,"금1,2,3(SB002)",1,1전선,HAFX0009,3,3,0,1,백상현,
740,융합공과대학 생명화학공학부 화공신소재전공,일반화학1,"월6,7(N203)
 수2(N203)",1,1전선,HAFX0009,3,3,0,2,서현욱,
741,융합공과대학 생명화학공학부 화공신소재전공,일반물리학,"수2,3(SB002)
 목2(SB002)",1,1전선,HAFX0012,3,3,0,1,고영건,
742,융합공과대학 생명화학공학부 화공신소재전공,일반물리학,"수7,8(N201)
 목7(N201)",1,1전선,HAFX0012,3,3,0,2,서현욱,
743,융합공과대학 생명화학공학부 화공신소재전공,"화공양론및프로그래
 밍","수7,8,9(N505)",2,1전선,HACI0001,3,3,0,1,고영건,
744,융합공과대학 생명화학공학부 화공신소재전공,물리화학,"금4,5,6(N203)",2,1전선,HACI8005,3,1,2,1,백귀찬,
745,융합공과대학 생명화학공학부 화공신소재전공,물리화학실험,"월3,4,5(N504-1)",2,1전선,HACI8006,3,0,3,1,이현경,
746,융합공과대학 생명화학공학부 화공신소재전공,물리화학실험,"월6,7,8(N504-1)",2,1전선,HACI8006,3,0,3,2,이현경,
747,융합공과대학 생명화학공학부 화공신소재전공,유기공업화학실험,"화4,5,6(N504-2)",2,1전선,HACI8007,3,0,3,1,윤석일,
748,융합공과대학 생명화학공학부 화공신소재전공,유기공업화학실험,"화7,8,9(N504-2)",2,1전선,HACI8007,3,0,3,2,윤석일,
749,융합공과대학 생명화학공학부 화공신소재전공,유기공업화학,"목7,8,9(T403)",2,1전선,HACI8008,3,3,0,1,윤석일,
750,융합공과대학 생명화학공학부 화공신소재전공,"무기소재공학(캡스톤
 디자인)","월1,2,3(G525)",3,1전선,HACI0035,3,0,3,1,고영건,
751,융합공과대학 생명화학공학부 화공신소재전공,고분자소재공학,"금7,8,9(T306)",3,1전선,HACI0040,3,3,0,1,윤석일,
752,융합공과대학 생명화학공학부 화공신소재전공,이동현상,"화7,8(R205)
 수3(SB001)",3,1전선,HACI8011,3,3,0,1,구상균,
753,융합공과대학 생명화학공학부 화공신소재전공,무기소재화학실험,"월4,5,6(N504-2)",3,1전심,HACI0036,3,0,3,1,고영건,
754,융합공과대학 생명화학공학부 화공신소재전공,무기소재화학실험,"월7,8,9(N504-2)",3,1전심,HACI0036,3,0,3,2,고영건,
755,융합공과대학 생명화학공학부 화공신소재전공,고분자소재공학실험,"수4,5,6(N504-2)",3,1전심,HACI8010,3,0,3,1,윤석일,
756,융합공과대학 생명화학공학부 화공신소재전공,고분자소재공학실험,"수7,8,9(N504-2)",3,1전심,HACI8010,3,0,3,2,윤석일,
757,융합공과대학 생명화학공학부 화공신소재전공,"현장실습학기제(화공
 신소재)",토1(Z200),전체,1전선,HACI0055,15,0,15,1,윤석일,
758,융합공과대학 콘텐츠제작연계전공,"한일대중문화콘텐츠
 의이해","화6(G201)
 수3,4(G417)",전체,1전선,HABH0005,3,3,0,1,김평강,
759,융합공과대학 콘텐츠제작연계전공,동아시아공연예술,"목4(G525)
 금3,4(G525)",전체,1전선,HABH0021,3,2,1,1,김평강,
760,융합공과대학 콘텐츠제작연계전공,문화콘텐츠입문,"수5,6(N505)
 목3(N203)",전체,1전선,HABH0040,3,3,0,1,"박건숙,장근
 수",
761,융합공과대학 콘텐츠제작연계전공,"한일문화콘텐츠기획
 실습(캡스톤디자인)","수7,8,9(R109)",전체,1전선,HABH0053,3,0,3,1,"장선희,조규
 헌",
762,융합공과대학 콘텐츠제작연계전공,게임엔진 기초,"월4,5,6(G416)",전체,1전선,HACT0001,3,1,2,1,조옥희,
763,융합공과대학 콘텐츠제작연계전공,애니메이션 기초,"화7,8,9(G309)",전체,1전선,HACT0002,3,1,2,1,정재욱,
764,융합공과대학 콘텐츠제작연계전공,디지털 그래픽 기초,"수7,8,9(G416)",전체,1전선,HACT0003,3,1,2,1,임현숙,주전공분반
765,융합공과대학 콘텐츠제작연계전공,모델링 기초,"수1,2,3(G416)",전체,1전선,HACT0004,3,1,2,1,차유나,주전공분반
766,융합공과대학 콘텐츠제작연계전공,미디어기법,"화4,5,6(B306)",전체,1전선,HADA0045,3,0,3,1,권지은,
767,융합공과대학 콘텐츠제작연계전공,드로잉,"금1,2,3(B102)",전체,1전선,HADA1101,3,0,3,1,"이세정,홍보
 미",
768,융합공과대학 콘텐츠제작연계전공,드로잉,"금6,7,8(B102)",전체,1전선,HADA1101,3,0,3,2,"이세정,홍보
 미",
769,융합공과대학 콘텐츠제작연계전공,기초컴퓨터그래픽1,"월7,8,9(B306)",전체,1전선,HADA1103,3,0,3,1,최영환,
770,융합공과대학 콘텐츠제작연계전공,기초컴퓨터그래픽1,"금1,2,3(B306)",전체,1전선,HADA1103,3,0,3,2,최영환,
771,융합공과대학 콘텐츠제작연계전공,입체조형,"화7,8,9(B102)",전체,1전선,HADA1106,3,0,3,1,"심정아,이세
 정",
772,융합공과대학 콘텐츠제작연계전공,입체조형,"화4,5,6(B102)",전체,1전선,HADA1106,3,0,3,2,"심정아,이세
 정",
773,융합공과대학 콘텐츠제작연계전공,게임학개론,"화7,8,9(G420)",전체,1전선,HAGF0006,3,3,0,1,길태숙,
774,융합공과대학 콘텐츠제작연계전공,ICT음악플러스,"목7,8(M113)",전체,1전선,HAGO0033,2,1,1,1,"이강규,장우
 준",
775,융합공과대학 콘텐츠제작연계전공,게임스토리텔링,"월5,6(G420)
 목4(G420)",전체,1전심,HAGF0028,3,2,1,1,길태숙,
776,융합공과대학 게임애니메이션AI융합전공,문화콘텐츠입문,"수5,6(N505)
 목3(N203)",전체,1전선,HABH0040,3,3,0,1,"박건숙,장근
 수",
777,융합공과대학 게임애니메이션AI융합전공,게임엔진 기초,"월4,5,6(G416)",전체,1전선,HACT0001,3,1,2,1,조옥희,
778,융합공과대학 게임애니메이션AI융합전공,애니메이션 기초,"화7,8,9(G309)",전체,1전선,HACT0002,3,1,2,1,정재욱,
779,융합공과대학 게임애니메이션AI융합전공,인터렉티브 CGI 1,"화4,5,6(G416)",전체,1전선,HACT0011,3,1,2,1,조옥희,
780,융합공과대학 게임애니메이션AI융합전공,게임엔진애니메이션1,"목4,5,6(G416)",전체,1전선,HACT0034,3,1,2,1,조옥희,
781,융합공과대학 게임애니메이션AI융합전공,"인공지능융합캡스톤
 디자인","금1,2,3(G417)",전체,1전선,HAGA0002,3,0,3,1,김석규,
782,융합공과대학 게임애니메이션AI융합전공,게임프로그래밍입문,"월4,5,6(G421)",전체,1전선,HAGF0002,3,1,2,1,김석규,
783,융합공과대학 게임애니메이션AI융합전공,게임프로그래밍입문,"월7,8,9(G421)",전체,1전선,HAGF0002,3,1,2,2,김석규,
784,융합공과대학 게임애니메이션AI융합전공,C프로그래밍,"월4,5,6(G418)",전체,1전선,HAGF9211,3,1,2,1,박소영,
785,융합공과대학 게임애니메이션AI융합전공,C프로그래밍,"월7,8,9(G418)",전체,1전선,HAGF9211,3,1,2,2,박소영,
786,융합공과대학 게임애니메이션AI융합전공,게임자료구조,"목4,5,6(G418)",전체,1전선,HAGF9225,3,2,1,1,성한울,
787,융합공과대학 게임애니메이션AI융합전공,"콘텐츠기획및프리젠
 테이션","월4(G420)
 목5,6(G420)",전체,1전심,HAGF0024,3,3,0,1,길태숙,
788,융합공과대학 금융데이터AI융합전공,ICT융합비즈니스개론,"화7,8,9(T403)",전체,1전선,HAAE9215,3,3,0,1,이애리,
789,융합공과대학 금융데이터AI융합전공,ICT융합비즈니스개론,"금4,5,6(T301)",전체,1전선,HAAE9215,3,3,0,2,이애리,
790,융합공과대학 금융데이터AI융합전공,개인정보보호론,"화7,8,9(G102)",전체,1전선,HAIE0003,3,3,0,1,유지연,
791,융합공과대학 금융데이터AI융합전공,객체지향프로그래밍,"수7,8,9(G311)",전체,1전선,HAIE0007,3,2,1,1,임좌상,
792,융합공과대학 금융데이터AI융합전공,객체지향프로그래밍,"목7,8,9(G311)",전체,1전선,HAIE0007,3,2,1,2,임좌상,
793,융합공과대학 금융데이터AI융합전공,금융시장과금융기관,"화2,3(T201)
 목4(T201)",전체,1전심,HAAC0002,3,3,0,1,정지만,
794,융합공과대학 금융데이터AI융합전공,금융시장과금융기관,"화5,6(T201)
 목3(T201)",전체,1전심,HAAC0002,3,3,0,2,정지만,
795,융합공과대학 금융데이터AI융합전공,자산운용과투자전략,"월3,4(R209)
 월0(Z201)",전체,1전심,HAAC9002,3,2,1,1,서은숙,b-러닝
796,융합공과대학 금융데이터AI융합전공,품질경영론,"수3,4(T303)
 수0(Z201)",전체,1전심,HAAE0003,3,3,0,1,유태종,b-러닝
797,융합공과대학 금융데이터AI융합전공,품질경영론,"화3,4(N301-3)
 화0(Z201)",전체,1전심,HAAE0003,3,3,0,2,윤영진,b-러닝
798,융합공과대학 금융데이터AI융합전공,품질경영론,"화5,6(R102)
 화0(Z201)",전체,1전심,HAAE0003,3,3,0,3,이수철,b-러닝
799,융합공과대학 금융데이터AI융합전공,경영빅데이터분석,"목4,5,6(R212)",전체,1전심,HAAE6005,3,1,2,1,이애리,
800,융합공과대학 금융데이터AI융합전공,경영빅데이터분석,"금7,8,9(N305)",전체,1전심,HAAE6005,3,1,2,2,신재우,
801,융합공과대학 금융데이터AI융합전공,블록체인프로그래밍,"금7,8,9(G311)",전체,1전심,HAIE0022,3,1,2,1,임좌상,
802,융합공과대학 인공지능융합전공,인공지능,"월1,2,3(G207)",전체,1전선,HAEA0017,3,2,1,1,민경하,
803,융합공과대학 인공지능융합전공,인공지능,"수5(G211)
 목5,6(G211)",전체,1전선,HAEA0017,3,2,1,2,강상욱,
804,융합공과대학 인공지능융합전공,인공지능,"수6(G211)
 목1,2(G211)",전체,1전선,HAEA0017,3,2,1,3,강상욱,
805,융합공과대학 인공지능융합전공,인공지능,"수3(G307)
 목5,6(G307)",전체,1전선,HAEA0017,3,2,1,4,민경하,
806,융합공과대학 인공지능융합전공,파이썬프로그래밍,"월7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,1,조용주,
807,융합공과대학 인공지능융합전공,파이썬프로그래밍,"화7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,2,조용주,
808,융합공과대학 인공지능융합전공,파이썬프로그래밍,"금3,4,5(G209)",전체,1전선,HAEA9225,3,2,1,3,나재호,
809,융합공과대학 인공지능융합전공,파이썬프로그래밍,"금7,8,9(G209)",전체,1전선,HAEA9225,3,2,1,4,나재호,
810,융합공과대학 인공지능융합전공,파이썬프로그래밍,"목7,8,9(G211)",전체,1전선,HAEA9225,3,2,1,5,김혜윤,
811,융합공과대학 인공지능융합전공,C프로그래밍,"월4,5,6(G418)",전체,1전선,HAGF9211,3,1,2,1,박소영,
812,융합공과대학 인공지능융합전공,C프로그래밍,"월7,8,9(G418)",전체,1전선,HAGF9211,3,1,2,2,박소영,
813,융합공과대학 인공지능융합전공,확률과통계,"화5,6(G421)
 목3(G421)",전체,1전선,HAGF9223,3,2,1,1,성한울,
814,융합공과대학 인공지능융합전공,자료구조,"목4,5,6(G312)",전체,1전선,HAIE0008,3,2,1,1,홍철의,
815,융합공과대학 인공지능융합전공,자료구조,"금7,8,9(G312)",전체,1전선,HAIE0008,3,2,1,2,홍철의,
816,융합공과대학 인공지능융합전공,선형대수학,"월5,6(G310)
 목5(G310)",전체,1전선,HAIE0009,3,3,0,1,이의철,
817,융합공과대학 인공지능융합전공,선형대수학,"월7,8,9(G310)",전체,1전선,HAIE0009,3,3,0,2,윤희남,
818,융합공과대학 인공지능융합전공,디지털신호처리,"수1,2,3(G209)",전체,1전심,HAEA0005,3,1,2,1,강상욱,
819,융합공과대학 인공지능융합전공,GPU프로그래밍,"화5,6(G209)
 수8(G209)",전체,1전심,HAEA9239,3,2,1,1,나재호,
820,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,정보통신기술론,"수7,8(R104)
 수0(Z201)",1,1전선,HAAH0005,3,3,0,1,이명호,b-러닝
821,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,문헌정보학의 이해,"화7,8,9(N203)",1,1전선,HAFA0003,3,3,0,1,"박옥남,오의
 경,이명호",
822,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,데이터리터러시기초,"월3,4(R104)",2,1전선,HAAA9228,2,2,0,1,이명호,
823,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,디지털리터러시,"화5(N204)
 수5,6(N204)",2,1전선,HAAA9235,3,3,0,1,오의경,
824,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,"정보시스템분석과설
 계","화3,4(A501)
 수4(A501)",2,1전선,HAAH0007,3,2,1,1,박옥남,
825,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,주제별정보원,"금3,4(R109)",2,1전선,HAAH6006,2,2,0,1,오의경,
826,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,교육학개론,"월7,8(R208)",2,1교직,HATT0010,2,2,0,1,이윤옥,
827,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,교육사회,"금7,8(A102)",2,1교직,HATT0040,2,2,0,1,오덕열,
828,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,온라인정보검색,"화3,4(N204)
 수3(N204)",3,1전선,HAAH3221,3,2,1,1,오의경,
829,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,디지털도서관과IT,"수7,8,9(T202)",3,1전선,HAAH3302,3,2,1,1,박옥남,
830,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,미디어센터운영,"화7,8,9(R101)",3,1전심,HAAH0002,3,1.5,1.5,1,김수진,
831,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,의료정보이해및활용,"화5,6(R104)
 수2(R104)",3,1전심,HAAH9211,3,2,1,1,이명호,
832,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,"소셜미디어데이터수
 집및분석","목3,4,5(R104)",3,1전심,HAAH9224,3,2,1,1,이명호,
833,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,교육평가,"목7,8(A203-B)",3,1교직,HATT0003,2,2,0,1,장지현,
834,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,교육행정및교육경영,"목5,6(A102)",3,1교직,HATT0090,2,2,0,1,장덕호,
835,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,특수교육학개론,"월5,6(A403)",3,1교직,HATT0103,2,2,0,1,이일화,
836,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,교육봉사활동1,"토0,1(A403)",3,1교직,HATT0200,1,0,2,1,이진아,
837,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,교육봉사활동2,"토2,3(A403)",3,1교직,HATT0206,1,0,2,1,이진아,
838,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,"학교폭력예방및학생
 의이해","금5,6(A102)",3,1교직,HATT0210,2,2,0,2,오덕열,
839,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,라키비움의이해,"화7,8,9(R110)",4,1전선,HAFU0020,3,2,1,1,김상헌,
840,인문사회과학대학 인문콘텐츠학부 문헌정보학전공,학교현장실습,"월10,11(Z100)",4,1교직,HATT0100,2,0,2,5,박옥남,